mls_id,status,property_type,address,city,zip,neighborhood,latitude,longitude,list_date,list_price,close_date,sold_price,bedrooms,bathrooms_full,bathrooms_half,sqft_living,lot_size_sqft,year_built,hoa_monthly,days_on_market,parking_spaces,pool,arv_estimate,reno_cost_estimate,hold_months,taxes_annual,mls_region,price_per_sqft,max_offer_70rule
A1161116,Closed,Townhouse,1948 NW 32nd Pl,Miami,33150,Little River,25.750157,-80.188719,2025-04-30,800000,2025-06-11,798000.0,3,1,0,1889,,1998,568,29,2,Yes,,53444,0,9975,MIAMI,422.45,505156
A1161117,Active,Single Family,1024 NE 45th Ter,Miami,33127,Wynwood Norte,25.806362,-80.206842,2025-05-14,1041000,,,3,3,0,2166,6004.0,1945,0,29,1,Yes,1287000.0,58569,5,13012,MIAMI,480.61,842331
A1161118,Closed,Townhouse,2969 SE 54th Ct,Miami,33142,Liberty City,25.809075,-80.23125,2025-04-18,701000,2025-06-08,726000.0,3,1,0,1812,,1992,595,45,2,No,,50077,0,9075,MIAMI,400.66,458123
A1161119,Closed,Multi-Family,2465 SE 2nd Pl #2301,Miami,33168,Pinewood,25.855895,-80.27489,2025-08-13,813000,2025-11-03,789000.0,4,1,0,2052,7083.0,1963,0,70,4,No,,65821,0,9862,MIAMI,384.5,486479
A1161120,Closed,Condo,9978 NW 3rd Ave #901,Miami,33138,Upper Eastside,25.762954,-80.218949,2025-02-24,709000,2025-04-05,703000.0,1,1,1,898,,1987,711,34,1,Yes,,28615,0,8788,MIAMI,782.85,463485
A1161121,Closed,Condo,3450 SE 10th Pl #1803,Miami,33138,Miami Shores,25.866311,-80.215656,2025-08-09,571000,2025-09-23,570000.0,3,1,0,863,,1964,790,25,1,Yes,,4596,0,7125,MIAMI,660.49,394404
A1161122,Closed,Multi-Family,3428 SW 17th Ct,Miami,33150,Little River,25.841861,-80.271965,2025-05-31,888000,2025-07-12,937000.0,4,2,0,2492,8200.0,2003,0,22,4,No,,55330,0,11712,MIAMI,376.0,600570
A1161123,Closed,Condo,4126 SE 54th Dr #1803,Miami,33135,Little Havana,25.756803,-80.234532,2025-03-12,353000,2025-05-01,361000.0,3,3,1,666,,1977,717,35,2,Yes,,12290,0,4512,MIAMI,542.04,240410
A1161124,Active,Multi-Family,8684 NW 3rd Rd,Miami,33138,Miami Shores,25.878452,-80.176414,2025-06-06,875000,,,4,2,0,2343,5146.0,2009,0,12,2,No,1050000.0,102216,8,10938,MIAMI,373.45,632784
A1161125,Closed,Multi-Family,8016 SE 1st St #501,Miami,33135,Little Havana,25.818854,-80.219987,2025-05-28,792000,2025-07-30,823000.0,3,1,0,2691,5791.0,2004,0,57,2,No,,77201,0,10288,MIAMI,305.83,498899
A1161126,Closed,Single Family,4048 NE 79th Pl #1207,Miami,33131,Brickell,25.866888,-80.241342,2025-08-26,1233000,2025-10-05,1191000.0,3,2,0,2034,8114.0,1995,0,32,3,No,,43702,0,14888,MIAMI,585.55,789998
A1161127,Closed,Townhouse,9155 SE 2nd Dr,Miami,33138,Upper Eastside,25.73496,-80.26311,2025-07-26,609000,2025-08-21,612000.0,3,3,0,1280,,1978,391,20,2,No,,40488,0,7650,MIAMI,478.12,387912
A1161128,Closed,Single Family,4693 NW 7th Rd #1803,Miami,33138,Miami Shores,25.72745,-80.308848,2025-07-28,797000,2025-10-19,777000.0,3,1,0,1838,5882.0,1967,0,70,3,No,,51180,0,9712,MIAMI,422.74,492720
A1161129,Active,Condo,6388 NE 3rd Pl #1803,Miami,33142,Liberty City,25.828326,-80.238916,2025-04-03,364000,,,3,2,0,797,,2012,1179,37,1,Yes,390000.0,32606,7,4550,MIAMI,456.71,240394
A1161130,Active,Multi-Family,6250 SE 7th Dr #901,Miami,33145,Coral Way,25.798497,-80.266628,2025-07-13,709000,,,4,3,1,1555,6673.0,1943,0,18,3,No,861000.0,21207,7,8862,MIAMI,455.95,581493
A1161131,Closed,Single Family,5150 SE 22nd Rd #1207,Miami,33135,West Flagler,25.777712,-80.306272,2025-03-12,594000,2025-05-25,612000.0,2,1,1,1554,9830.0,2021,0,59,1,No,,11562,0,7650,MIAMI,393.82,416838
A1161132,Active,Single Family,6879 SE 3rd Dr #501,Miami,33133,Coconut Grove,25.858195,-80.318149,2025-07-03,839000,,,2,1,0,1832,8540.0,1951,0,39,2,Yes,1040000.0,92772,6,10488,MIAMI,457.97,635228
A1161133,Closed,Condo,5011 SE 3rd Ter #1207,Miami,33142,Liberty City,25.746753,-80.278606,2025-06-07,448000,2025-07-12,474000.0,1,2,0,1183,,1974,623,28,1,Yes,,32652,0,5925,MIAMI,400.68,299148
A1161134,Closed,Multi-Family,9838 NE 14th Ter #901,Miami,33135,West Flagler,25.790436,-80.255408,2025-04-27,874000,2025-07-09,907000.0,4,1,0,2662,4055.0,1990,0,58,2,No,,57904,0,11338,MIAMI,340.72,576996
A1161135,Closed,Condo,6537 SW 4th Pl,Miami,33138,Miami Shores,25.780169,-80.197526,2025-08-20,620000,2025-10-15,622000.0,3,2,1,971,,2013,631,41,1,Yes,,31257,0,7775,MIAMI,640.58,404143
A1161136,Closed,Condo,5061 NE 12th Dr,Miami,33136,Overtown,25.827676,-80.299123,2025-09-01,344000,2025-10-07,331000.0,3,1,1,677,,1977,1194,18,1,Yes,,12903,0,4138,MIAMI,488.92,218797
A1161137,Closed,Multi-Family,5916 NE 79th St #901,Miami,33137,Edgewater,25.737499,-80.282765,2025-08-22,985000,2025-10-24,951000.0,4,2,1,2319,8453.0,1944,0,56,4,No,,19861,0,11888,MIAMI,410.09,645839
A1161138,Closed,Multi-Family,9743 NE 22nd St #3205,Miami,33125,Grapeland Heights,25.779859,-80.250541,2025-06-23,861000,2025-08-19,891000.0,3,2,0,2281,8183.0,2006,0,38,2,No,,51325,0,11138,MIAMI,390.62,572375
A1161139,Active,Multi-Family,7512 SW 3rd Ter,Miami,33137,Edgewater,25.796186,-80.254275,2025-06-14,717000,,,3,2,0,1637,7730.0,1966,0,31,4,No,807000.0,95124,6,8962,MIAMI,438.0,469776
A1161140,Closed,Single Family,3898 SE 7th Ave #2301,Miami,33131,Brickell,25.809576,-80.176231,2025-06-22,1107000,2025-08-06,1087000.0,3,1,0,1652,8227.0,1962,0,30,3,No,,55997,0,13588,MIAMI,657.99,704903
A1161141,Active,Condo,8896 NE 22nd Ter,Miami,33150,Little River,25.812376,-80.200075,2025-08-12,602000,,,1,1,0,1256,,1975,889,46,1,Yes,749000.0,13323,4,7525,MIAMI,479.3,510977
A1161142,Active,Townhouse,4973 NW 5th Ter,Miami,33138,Miami Shores,25.818778,-80.197939,2025-05-02,989000,,,3,2,0,1740,,1984,527,55,2,Yes,1148000.0,23820,7,12362,MIAMI,568.39,779780
A1161143,Active,Single Family,2938 NE 40th Ter,Miami,33133,Coconut Grove,25.82168,-80.215985,2025-05-20,1005000,,,3,2,0,1714,8708.0,1989,0,12,3,No,1160000.0,100209,7,12562,MIAMI,586.35,711791
A1161144,Active,Multi-Family,7372 SE 7th St #901,Miami,33135,West Flagler,25.785461,-80.246241,2025-06-24,676000,,,5,2,0,1509,5598.0,1989,0,33,3,No,795000.0,49385,7,8450,MIAMI,447.98,507115
A1161145,Active,Condo,1971 SW 54th Rd #1803,Miami,33142,Allapattah,25.807956,-80.303018,2025-08-10,413000,,,2,1,1,683,,2012,731,50,1,Yes,508000.0,26784,7,5162,MIAMI,604.69,328816
A1161146,Active,Single Family,2023 NE 8th Rd #901,Miami,33150,Little River,25.857952,-80.306953,2025-05-27,1051000,,,2,3,0,2068,6438.0,1944,0,17,1,Yes,1143000.0,49361,6,13138,MIAMI,508.22,750739
A1161147,Closed,Multi-Family,4840 SW 45th Dr,Miami,33133,Coconut Grove,25.771785,-80.214392,2025-06-17,1216000,2025-08-11,1224000.0,4,1,0,2661,8670.0,1984,0,45,2,No,,41513,0,15300,MIAMI,459.98,815287
A1161148,Active,Multi-Family,4502 SE 27th Ct,Miami,33132,Downtown,25.798313,-80.233386,2025-09-01,872000,,,3,1,0,1967,5198.0,1981,0,16,4,No,1088000.0,115502,7,10900,MIAMI,443.31,646098
A1161149,Closed,Single Family,5969 NW 54th Ct,Miami,33138,Upper Eastside,25.836949,-80.251233,2025-06-29,1015000,2025-07-16,1045000.0,3,2,1,2005,7998.0,1981,0,10,3,No,,42271,0,13062,MIAMI,521.2,689229
A1161150,Closed,Condo,852 NW 36th St,Miami,33138,Miami Shores,25.863065,-80.205662,2025-09-07,697000,2025-12-03,717000.0,1,3,0,924,,2012,780,72,1,Yes,,9128,0,8962,MIAMI,775.97,492772
A1161151,Closed,Condo,6192 NE 2nd Ct #1207,Miami,33150,Little River,25.824734,-80.282442,2025-03-13,520000,2025-05-04,547000.0,1,3,0,1117,,1978,450,45,1,Yes,,33148,0,6838,MIAMI,489.7,349752
A1161152,Closed,Condo,2075 SE 5th Ct,Miami,33127,Buena Vista,25.721486,-80.21566,2025-07-02,667000,2025-08-28,703000.0,1,2,0,1321,,1956,543,38,0,Yes,,40927,0,8788,MIAMI,532.17,451173
A1161153,Active,Single Family,2788 SE 22nd Dr,Miami,33127,Wynwood Norte,25.804881,-80.318729,2025-07-24,699000,,,4,1,1,1161,5090.0,2022,0,10,2,No,738000.0,14235,4,8738,MIAMI,602.07,502365
A1161154,Closed,Condo,2390 NE 12th Dr,Miami,33127,Buena Vista,25.776246,-80.255592,2025-08-12,949000,2025-09-23,1005000.0,2,1,0,1280,,1957,1153,25,1,Yes,,12176,0,12562,MIAMI,785.16,691324
A1161155,Active,Townhouse,4021 SE 27th St,Miami,33131,Brickell,25.845408,-80.200933,2025-04-17,1298000,,,3,3,0,2068,,1990,633,42,2,No,1462000.0,82113,4,16225,MIAMI,627.66,941287
A1161156,Active,Single Family,373 NW 1st Ter,Miami,33168,Pinewood,25.872712,-80.204445,2025-07-25,366000,,,2,3,1,974,6993.0,2009,0,12,2,No,404000.0,29942,7,4575,MIAMI,375.77,252858
A1161157,Active,Single Family,8477 NE 5th Pl #1803,Miami,33138,Upper Eastside,25.764395,-80.273514,2025-06-18,1166000,,,3,2,0,1987,9247.0,2008,0,40,2,Yes,1426000.0,25471,5,14575,MIAMI,586.81,972729
A1161158,Active,Single Family,2977 NW 1st Dr,Miami,33142,Allapattah,25.769486,-80.208746,2025-07-07,943000,,,2,1,1,2380,4950.0,1998,0,39,2,No,1168000.0,115310,4,11788,MIAMI,396.22,702290
A1161159,Closed,Condo,580 SW 32nd Ter #501,Miami,33138,Miami Shores,25.83727,-80.302291,2025-05-07,668000,2025-06-15,698000.0,2,3,0,1005,,1961,985,26,2,Yes,,12483,0,8725,MIAMI,694.53,476117
A1161160,Active,Single Family,1989 NE 45th St,Miami,33138,Miami Shores,25.863083,-80.218882,2025-04-07,782000,,,2,3,0,1882,7012.0,1960,0,50,3,No,916000.0,108596,4,9775,MIAMI,415.52,532604
A1161161,Closed,Single Family,5341 SW 3rd Pl #1803,Miami,33145,Coral Way,25.771488,-80.257562,2025-08-25,506000,2025-11-08,497000.0,3,1,0,1044,4289.0,2010,0,63,2,No,,26258,0,6212,MIAMI,476.05,321642
A1161162,Active,Single Family,4877 SW 79th Ave #3205,Miami,33133,Coconut Grove,25.793079,-80.264662,2025-04-25,634000,,,4,1,1,1407,6312.0,1979,0,6,3,No,751000.0,22059,8,7925,MIAMI,450.6,503641
A1161163,Active,Multi-Family,257 SW 1st Rd #2301,Miami,33129,The Roads,25.775428,-80.194064,2025-02-07,1590000,,,4,1,0,2900,4052.0,1992,0,15,4,No,1915000.0,104445,8,19875,MIAMI,548.28,1236055
A1161164,Closed,Townhouse,6202 SE 3rd Pl,Miami,33127,Wynwood Norte,25.863566,-80.242036,2025-02-24,871000,2025-03-23,884000.0,3,1,0,1410,,1975,471,15,1,No,,30778,0,11050,MIAMI,626.95,588022
A1161165,Active,Multi-Family,5445 SW 36th Ter,Miami,33137,Edgewater,25.868167,-80.261057,2025-04-08,1319000,,,3,3,0,2612,5939.0,1977,0,55,4,No,1491000.0,140611,6,16488,MIAMI,504.98,903089
A1161166,Active,Condo,3501 SE 14th Ct #1207,Miami,33135,Little Havana,25.805748,-80.175305,2025-04-22,858000,,,1,1,1,1448,,1999,1048,27,0,Yes,937000.0,65455,4,10725,MIAMI,592.54,590445
A1161167,Closed,Single Family,2948 NW 27th Rd #3205,Miami,33133,Coconut Grove,25.828349,-80.280975,2025-05-03,1661000,2025-07-08,1617000.0,3,2,0,2355,4747.0,1971,0,60,2,No,,12803,0,20212,MIAMI,686.62,1119097
A1161168,Closed,Condo,1476 SW 3rd St,Miami,33127,Wynwood Norte,25.829806,-80.179364,2025-03-23,820000,2025-06-08,819000.0,1,1,0,1123,,1956,554,61,1,Yes,,20354,0,10238,MIAMI,729.3,552946
A1161169,Active,Multi-Family,7090 NE 22nd Ave,Miami,33135,Little Havana,25.79938,-80.262591,2025-05-22,421000,,,3,2,0,1588,5376.0,2013,0,53,3,No,471000.0,87670,7,5262,MIAMI,265.11,242030
A1161170,Active,Multi-Family,6968 NE 45th Ave #501,Miami,33135,Little Havana,25.734035,-80.262548,2025-06-21,648000,,,4,1,0,1470,8086.0,1992,0,31,4,No,761000.0,43846,4,8100,MIAMI,440.82,488854
A1161171,Closed,Multi-Family,4702 NW 40th Pl #1803,Miami,33144,Flagami,25.815539,-80.315604,2025-03-19,867000,2025-04-16,907000.0,4,2,0,2382,7181.0,1974,0,13,4,No,,79763,0,11338,MIAMI,380.77,555137
A1161172,Closed,Condo,2946 NE 10th Pl #1803,Miami,33133,Coconut Grove,25.869633,-80.171269,2025-06-28,437000,2025-09-11,440000.0,1,3,0,752,,1968,703,59,1,Yes,,25870,0,5500,MIAMI,585.11,282130
A1161173,Closed,Townhouse,3911 NE 1st Pl #3205,Miami,33142,Liberty City,25.79847,-80.306461,2025-06-19,487000,2025-08-17,492000.0,3,3,0,1228,,2003,560,49,2,Yes,,18251,0,6150,MIAMI,400.65,326149
A1161174,Active,Condo,6078 NW 22nd Dr #2301,Miami,33135,Little Havana,25.843899,-80.193028,2025-03-10,433000,,,3,2,0,998,,1942,1184,38,1,Yes,466000.0,13766,5,5412,MIAMI,433.87,312434
A1161175,Closed,Townhouse,6299 SW 14th Ave,Miami,33142,Allapattah,25.826485,-80.197832,2025-03-17,741000,2025-05-23,721000.0,4,3,1,1530,,1980,269,55,1,Yes,,14622,0,9012,MIAMI,471.24,490078
A1161176,Closed,Multi-Family,5782 SW 7th Dr,Miami,33142,Liberty City,25.772987,-80.308329,2025-02-27,495000,2025-05-20,484000.0,4,3,0,1466,9239.0,2012,0,73,2,No,,22532,0,6050,MIAMI,330.15,316268
A1161177,Closed,Townhouse,2825 SE 40th Ct #1803,Miami,33150,Little River,25.78175,-80.210112,2025-08-04,442000,2025-08-20,464000.0,3,2,0,1211,,1953,335,10,1,No,,23274,0,5800,MIAMI,383.15,301526
A1161178,Active,Single Family,6251 NE 3rd Pl,Miami,33138,Miami Shores,25.731872,-80.294484,2025-04-23,1082000,,,2,1,0,2565,6415.0,1942,0,17,3,No,1145000.0,50311,4,13525,MIAMI,421.83,751189
A1161179,Active,Multi-Family,8949 SW 14th Ter,Miami,33131,Brickell,25.785485,-80.236883,2025-04-26,1326000,,,3,2,0,2283,4438.0,1952,0,14,4,No,1466000.0,42114,5,16575,MIAMI,580.81,984086
A1161180,Active,Multi-Family,3490 NE 14th St #3205,Miami,33142,Liberty City,25.796853,-80.305452,2025-04-17,795000,,,3,2,0,2525,7502.0,1951,0,53,3,No,893000.0,51300,8,9938,MIAMI,314.85,573800
A1161181,Closed,Townhouse,7719 SW 10th Rd #1207,Miami,33138,Upper Eastside,25.791324,-80.280506,2025-05-09,781000,2025-07-15,789000.0,3,2,0,1682,,1987,450,57,2,No,,43247,0,9862,MIAMI,469.08,509053
A1161182,Closed,Condo,7879 NE 40th Ter,Miami,33127,Wynwood Norte,25.8745,-80.21694,2025-02-16,416000,2025-05-04,436000.0,2,2,0,737,,2010,1134,59,1,Yes,,24045,0,5450,MIAMI,591.59,281155
A1161183,Active,Single Family,7233 NE 5th Rd #901,Miami,33168,Pinewood,25.726828,-80.308245,2025-08-26,837000,,,2,2,0,2119,5369.0,1967,0,13,3,No,925000.0,27661,5,10462,MIAMI,395.0,619839
A1161184,Active,Single Family,9383 NW 4th Pl,Miami,33137,Edgewater,25.738003,-80.297554,2025-07-01,1071000,,,3,2,1,1744,4101.0,2019,0,34,3,Yes,1169000.0,33530,7,13388,MIAMI,614.11,784770
A1161185,Closed,Townhouse,5531 NE 2nd Dr #3205,Miami,33127,Buena Vista,25.726205,-80.186564,2025-05-15,859000,2025-06-29,856000.0,3,1,0,1470,,1975,396,28,2,Yes,,28717,0,10700,MIAMI,582.31,570483
A1161186,Closed,Townhouse,6928 NW 8th Ct,Miami,33131,Brickell,25.843845,-80.27187,2025-03-07,806000,2025-05-13,811000.0,3,2,0,1545,,1969,618,48,2,No,,42370,0,10138,MIAMI,524.92,525330
A1161187,Closed,Multi-Family,9417 NW 7th Ave,Miami,33138,Miami Shores,25.741704,-80.192306,2025-08-01,1567000,2025-10-31,1510000.0,5,1,0,2955,4537.0,1979,0,74,4,No,,37154,0,18875,MIAMI,511.0,1019846
A1161188,Closed,Condo,8108 SE 7th Rd #3205,Miami,33132,Downtown,25.828988,-80.283709,2025-06-10,910000,2025-08-17,920000.0,2,2,0,1117,,1999,501,60,1,Yes,,23416,0,11500,MIAMI,823.63,620584
A1161189,Closed,Townhouse,3611 NE 10th Dr,Miami,33144,Flagami,25.856611,-80.203025,2025-05-10,644000,2025-06-05,625000.0,4,1,0,1367,,1943,628,16,2,Yes,,25183,0,7812,MIAMI,457.21,412317
A1161190,Active,Multi-Family,4611 SE 27th Rd #1803,Miami,33168,Pinewood,25.848814,-80.274181,2025-03-30,372000,,,3,1,0,1441,8924.0,1941,0,17,4,No,419000.0,33809,8,4650,MIAMI,258.15,259491
A1161191,Active,Condo,4731 SW 4th Ct,Miami,33150,Little River,25.809833,-80.230934,2025-06-11,504000,,,2,2,0,959,,1940,1143,43,2,Yes,562000.0,10552,6,6300,MIAMI,525.55,382848
A1161192,Active,Townhouse,9930 SE 17th Dr,Miami,33125,Grapeland Heights,25.86395,-80.199186,2025-03-11,846000,,,3,3,0,2082,,1964,341,34,2,Yes,1039000.0,33287,5,10575,MIAMI,406.34,694013
A1161193,Closed,Multi-Family,8859 SE 22nd Pl #1207,Miami,33142,Allapattah,25.836248,-80.286646,2025-08-28,569000,2025-10-16,580000.0,4,3,0,1931,8776.0,2013,0,34,3,No,,48995,0,7250,MIAMI,300.36,357005
A1161194,Closed,Condo,5131 SE 17th Ter #1207,Miami,33142,Allapattah,25.776845,-80.208369,2025-07-18,395000,2025-08-20,383000.0,2,3,0,749,,1982,932,21,1,Yes,,15814,0,4788,MIAMI,511.35,252286
A1161195,Closed,Multi-Family,2570 NE 8th Ter #2301,Miami,33127,Wynwood Norte,25.804774,-80.258034,2025-06-09,1213000,2025-07-21,1236000.0,5,3,0,2363,7868.0,1964,0,25,2,No,,64659,0,15450,MIAMI,523.06,800541
A1161196,Closed,Multi-Family,2862 NE 40th Rd,Miami,33135,Little Havana,25.720754,-80.278971,2025-03-18,622000,2025-05-13,615000.0,3,1,1,2047,6724.0,2020,0,50,4,No,,32532,0,7688,MIAMI,300.44,397968
A1161197,Active,Multi-Family,8800 NE 1st Dr,Miami,33127,Buena Vista,25.872011,-80.186199,2025-03-24,908000,,,5,2,0,2226,4309.0,2008,0,47,3,No,1057000.0,94151,6,11350,MIAMI,407.91,645749
A1161198,Closed,Condo,8624 SW 32nd Dr,Miami,33145,Coral Way,25.871754,-80.251611,2025-02-17,709000,2025-03-18,688000.0,1,2,0,1360,,1961,802,15,1,Yes,,13037,0,8600,MIAMI,505.88,468563
A1161199,Active,Multi-Family,2868 NW 22nd Dr,Miami,33144,Flagami,25.837452,-80.231546,2025-08-06,1146000,,,3,2,0,2936,5871.0,1968,0,9,2,No,1240000.0,65467,5,14325,MIAMI,390.33,802533
A1161200,Active,Townhouse,2608 NE 1st Ter #2301,Miami,33136,Overtown,25.739775,-80.282089,2025-05-18,712000,,,2,1,0,1838,,1954,224,29,1,Yes,875000.0,34313,7,8900,MIAMI,387.38,578187
A1161201,Closed,Townhouse,4408 NE 22nd Dr #2301,Miami,33135,West Flagler,25.751783,-80.290038,2025-03-02,729000,2025-04-14,706000.0,4,1,0,1820,,1976,558,23,1,No,,37738,0,8825,MIAMI,387.91,456462
A1161202,Active,Single Family,1575 NW 4th Ter,Miami,33136,Overtown,25.827044,-80.297628,2025-03-01,783000,,,3,1,0,1966,9502.0,1951,0,54,1,Yes,884000.0,30673,8,9788,MIAMI,398.27,588127
A1161203,Active,Townhouse,851 NW 5th Dr,Miami,33145,Shenandoah,25.7352,-80.206269,2025-05-21,831000,,,4,2,0,1675,,1980,225,48,1,No,1016000.0,97943,4,10388,MIAMI,496.12,613257
A1161204,Active,Multi-Family,7935 SE 7th St,Miami,33135,West Flagler,25.853713,-80.216515,2025-05-14,655000,,,3,2,0,1949,4932.0,1991,0,30,4,No,775000.0,36143,6,8188,MIAMI,336.07,506357
A1161205,Closed,Single Family,2240 SE 40th St #2301,Miami,33133,Coconut Grove,25.858012,-80.188007,2025-05-09,757000,2025-07-08,797000.0,4,3,1,1162,5484.0,2018,0,55,2,Yes,,25219,0,9962,MIAMI,685.89,532681
A1161206,Active,Single Family,4172 SE 22nd Dr #2301,Miami,33145,Shenandoah,25.735239,-80.220743,2025-06-13,773000,,,3,3,0,2291,9487.0,1983,0,34,2,No,841000.0,111055,8,9662,MIAMI,337.41,477645
A1161207,Active,Single Family,6303 SE 10th St #3205,Miami,33131,Brickell,25.728056,-80.286594,2025-04-03,1489000,,,4,1,0,2267,8027.0,1981,0,22,1,Yes,1690000.0,59359,6,18612,MIAMI,656.82,1123641
A1161208,Active,Multi-Family,9999 SW 45th Pl,Miami,33137,Edgewater,25.807856,-80.196114,2025-05-17,915000,,,4,2,0,2420,4840.0,1991,0,3,3,No,1072000.0,38095,8,11438,MIAMI,378.1,712305
A1161209,Closed,Multi-Family,3733 NW 17th Ter #1207,Miami,33125,Grapeland Heights,25.834546,-80.302896,2025-07-04,777000,2025-09-28,768000.0,5,2,0,2144,8588.0,2019,0,70,2,No,,48105,0,9600,MIAMI,358.21,489495
A1161210,Active,Townhouse,6537 NE 36th Rd,Miami,33127,Wynwood Norte,25.750007,-80.180468,2025-04-07,648000,,,4,3,1,1246,,1953,284,40,2,No,687000.0,45640,5,8100,MIAMI,520.06,435260
A1161211,Closed,Single Family,9164 SE 62nd Ct #501,Miami,33127,Buena Vista,25.720694,-80.209568,2025-06-10,404000,2025-07-27,401000.0,3,2,1,1045,9394.0,2015,0,27,3,No,,9439,0,5012,MIAMI,383.73,271261
A1161212,Closed,Condo,4919 SE 5th Ave #2301,Miami,33142,Liberty City,25.763775,-80.175461,2025-05-10,457000,2025-07-24,450000.0,1,3,0,827,,2004,1198,63,1,Yes,,21043,0,5625,MIAMI,544.14,293957
A1161213,Closed,Townhouse,5381 NW 22nd Pl #3205,Miami,33136,Overtown,25.800623,-80.215853,2025-07-23,808000,2025-08-28,837000.0,3,3,0,2081,,1984,360,26,1,No,,47591,0,10462,MIAMI,402.21,538309
A1161214,Closed,Multi-Family,2736 SW 12th Ave,Miami,33136,Overtown,25.751984,-80.207472,2025-03-10,425000,2025-04-01,423000.0,5,3,0,1985,4207.0,1988,0,16,3,No,,65278,0,5288,MIAMI,213.1,230822
A1161215,Closed,Townhouse,4812 NW 27th Ct #2301,Miami,33129,The Roads,25.801748,-80.200475,2025-06-24,998000,2025-09-03,1041000.0,4,1,0,1971,,2022,477,59,1,No,,66917,0,13012,MIAMI,528.16,661783
A1161216,Closed,Townhouse,4919 SE 7th Dr,Miami,33136,Overtown,25.844183,-80.175357,2025-07-31,563000,2025-10-07,593000.0,3,2,0,1255,,2021,206,57,2,No,,13098,0,7412,MIAMI,472.51,402002
A1161217,Active,Condo,2636 NW 5th Ter #901,Miami,33168,Pinewood,25.720903,-80.25005,2025-03-14,358000,,,2,3,0,772,,1956,836,38,0,Yes,429000.0,10287,6,4475,MIAMI,463.73,290013
A1161218,Active,Townhouse,6709 NW 22nd Ave,Miami,33138,Miami Shores,25.745499,-80.238538,2025-06-14,1298000,,,3,2,0,2008,,1963,493,5,2,No,1569000.0,34113,8,16225,MIAMI,646.41,1064187
A1161219,Closed,Townhouse,4094 NW 17th Ct,Miami,33144,Flagami,25.758456,-80.22366,2025-07-22,701000,2025-10-03,687000.0,4,3,0,1500,,1954,311,54,2,Yes,,14865,0,8588,MIAMI,458.0,466035
A1161220,Active,Townhouse,1672 NE 54th Pl,Miami,33131,Brickell,25.77125,-80.307648,2025-04-17,1525000,,,4,2,1,2133,,1945,464,58,2,Yes,1761000.0,92273,5,19062,MIAMI,714.96,1140427
A1161221,Closed,Condo,720 NW 3rd St,Miami,33129,The Roads,25.7238,-80.21247,2025-08-29,992000,2025-09-26,988000.0,2,1,1,1535,,2022,1151,19,1,Yes,,48070,0,12350,MIAMI,643.65,643530
A1161222,Closed,Single Family,1136 NW 3rd Ter #501,Miami,33142,Liberty City,25.805573,-80.223787,2025-02-05,602000,2025-04-13,604000.0,3,3,1,1416,7547.0,1980,0,59,2,Yes,,23093,0,7550,MIAMI,426.55,399707
A1161223,Active,Townhouse,9041 SW 5th Ter #1803,Miami,33135,West Flagler,25.741821,-80.261351,2025-03-13,556000,,,3,3,0,1288,,2000,344,35,2,No,617000.0,42677,5,6950,MIAMI,431.68,389223
A1161224,Closed,Single Family,5733 NE 32nd Dr #501,Miami,33136,Overtown,25.839727,-80.184468,2025-02-22,800000,2025-04-23,787000.0,2,3,1,2086,8400.0,2010,0,49,1,No,,66725,0,9838,MIAMI,377.28,484175
A1161225,Active,Condo,4207 NW 8th Dr #901,Miami,33145,Coral Way,25.731703,-80.219247,2025-05-30,1058000,,,1,3,0,1281,,2010,708,42,1,Yes,1226000.0,37398,8,13225,MIAMI,825.92,820802
A1161226,Active,Townhouse,9671 NE 62nd Pl #1803,Miami,33144,Flagami,25.818615,-80.274149,2025-06-05,620000,,,3,1,0,1331,,1980,543,29,1,No,768000.0,21090,6,7750,MIAMI,465.82,516510
A1161227,Closed,Multi-Family,5104 SE 54th St,Miami,33133,Coconut Grove,25.794056,-80.266189,2025-03-07,817000,2025-05-18,836000.0,4,1,1,1409,6266.0,1986,0,52,3,No,,21201,0,10450,MIAMI,593.33,563999
A1161228,Closed,Single Family,9767 NE 2nd Pl #1207,Miami,33145,Shenandoah,25.850023,-80.233165,2025-02-05,584000,2025-04-25,597000.0,3,3,0,1236,9959.0,1949,0,74,3,No,,25961,0,7462,MIAMI,483.01,391939
A1161229,Active,Multi-Family,4013 NE 45th Ave #3205,Miami,33135,Little Havana,25.783486,-80.244675,2025-06-09,725000,,,4,3,0,2149,5096.0,1999,0,33,3,No,876000.0,117539,4,9062,MIAMI,337.37,495661
A1161230,Active,Condo,6018 SE 40th Ct,Miami,33138,Miami Shores,25.826974,-80.242317,2025-05-06,625000,,,2,1,0,1017,,1973,491,15,1,Yes,749000.0,22806,4,7812,MIAMI,614.55,501494
A1161231,Active,Townhouse,1375 SW 27th Ave #501,Miami,33127,Wynwood Norte,25.814029,-80.185266,2025-07-18,880000,,,3,3,0,1920,,1988,466,25,2,Yes,1024000.0,22419,6,11000,MIAMI,458.33,694381
A1161232,Active,Townhouse,6034 NW 10th Ct #1803,Miami,33138,Miami Shores,25.753843,-80.291964,2025-02-20,1186000,,,4,2,0,2011,,1969,446,33,1,Yes,1440000.0,54506,6,14825,MIAMI,589.76,953494
